web-scraper-order,web-scraper-start-url,pagination,type chaussure,prix,adresse,image url-src
"1751303005-1962","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","2 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2733481_uploaded_image1_1604363606.jpg"
"1751303005-1963","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2733365_uploaded_image1_1604358097.jpg"
"1751303005-1964","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2733360_uploaded_image1_1604357917.jpg"
"1751303005-1965","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures hommes - femmes","9 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2733309_uploaded_image1_1604356409.jpg"
"1751303005-1966","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Boots homme","25 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2732916_uploaded_image1_1604343229.jpg"
"1751303005-1967","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732884_uploaded_image1_1604342472.jpg"
"1751303005-1968","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732862_uploaded_image1_1604341991.jpg"
"1751303005-1969","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Adidas","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2732420_uploaded_image1_1604331020.jpg"
"1751303005-1970","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Jordan Homme","20 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2732347_uploaded_image1_1604329511.jpg"
"1751303005-1971","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Alexander Mc Queen","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732168_uploaded_image1_1604325367.jpg"
"1751303005-1972","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures   homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732149_uploaded_image1_1604324650.jpg"
"1751303005-1973","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732146_uploaded_image1_1604324610.jpg"
"1751303005-1974","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Timberland","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732143_uploaded_image1_1604324580.jpg"
"1751303005-1975","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Timberland","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732138_uploaded_image1_1604324548.jpg"
"1751303005-1976","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Homme","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732101_uploaded_image1_1604323947.jpg"
"1751303005-1977","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2732033_uploaded_image1_1604322461.jpg"
"1751303005-1978","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets homme","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2731733_uploaded_image1_1604316387.jpg"
"1751303005-1979","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Sandales homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2731047_uploaded_image1_1604294498.jpg"
"1751303005-1980","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures classes","13 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2730384_uploaded_image1_1604251464.jpg"
"1751303005-1981","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures pour homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2730333_uploaded_image1_1604248696.jpg"
"1751303005-1982","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins polo","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2729135_uploaded_image1_1604205580.jpg"
"1751303005-1983","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Nike720","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2729133_uploaded_image1_1604205196.jpg"
"1751303005-1984","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Yeezy Adidas","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2729131_uploaded_image1_1604205014.jpg"
"1751303005-1985","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures hommes - femmes","8 500CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2728997_uploaded_image1_1604188347.jpg"
"1751303005-1986","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Sandales en cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2728694_uploaded_image1_1604169267.jpg"
"1751303005-1987","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets + Cartable + Lunettes","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2728680_uploaded_image1_1604168358.jpg"
"1751303005-1988","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2728631_uploaded_image1_1604166436.jpg"
"1751303005-1989","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures en cuir","8 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2727222_uploaded_image1_1604074234.jpg"
"1751303005-1990","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2727058_uploaded_image1_1604069678.jpg"
"1751303005-1991","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Creeks","11 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2726482_uploaded_image1_1604050888.jpg"
"1751303005-1992","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Sneakers","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2726254_uploaded_image1_1604041537.jpg"
"1751303005-1993","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2726063_uploaded_image1_1604015031.jpg"
"1751303005-1994","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","8 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2725258_uploaded_image1_1603977365.jpg"
"1751303005-1995","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2724418_uploaded_image1_1603925909.jpg"
"1751303005-1996","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2724411_uploaded_image1_1603925714.jpg"
"1751303005-1997","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures fermées","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2724286_uploaded_image1_1603919320.jpg"
"1751303005-1998","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures hommes - femmes","8 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2724175_uploaded_image1_1603914805.jpg"
"1751303005-1999","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassin Homme","15 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723845_uploaded_image1_1603904371.jpg"
"1751303005-2000","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins homme","10 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723807_uploaded_image1_1603903476.jpg"
"1751303005-2001","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins en cuir","15 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723661_uploaded_image1_1603899396.jpg"
"1751303005-2002","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723415_uploaded_image1_1603890892.jpg"
"1751303005-2003","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723411_uploaded_image1_1603890772.jpg"
"1751303005-2004","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723404_uploaded_image1_1603890589.jpg"
"1751303005-2005","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Mocassins homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723386_uploaded_image1_1603890009.jpg"
"1751303005-2006","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Jordan 4 rétro","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2722871_uploaded_image1_1603877015.jpg"
"1751303005-2007","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Yeezy","28 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2721783_uploaded_image1_1603815960.jpg"
"1751303005-2008","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Jordan","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2721733_uploaded_image1_1603814425.jpg"
"1751303005-2009","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2720320_uploaded_image1_1603756917.jpg"
"1751303005-2010","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2720312_uploaded_image1_1603756467.jpg"
"1751303005-2011","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","2 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2720301_uploaded_image1_1603755934.jpg"
"1751303005-2012","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2720174_uploaded_image1_1603751335.jpg"
"1751303005-2013","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2719640_uploaded_image1_1603731087.jpg"
"1751303005-2014","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2719618_uploaded_image1_1603730516.jpg"
"1751303005-2015","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets homme","13 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2718111_uploaded_image1_1603664949.jpg"
"1751303005-2016","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Sebago","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2717841_uploaded_image1_1603653647.jpg"
"1751303018-2017","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Jordan 1","30 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607717_uploaded_image1_1599492398.jpg"
"1751303018-2018","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Nike Homme","10 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2607580_uploaded_image1_1599489541.jpg"
"1751303018-2019","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures cuir huile homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2606426_uploaded_image1_1599464687.jpg"
